plataforma,equipamento,tipo_sensor,valor,unidade,timestamp
Plataforma B,SensorBox 2,umidade,43.74,%,2025-03-22T16:35:01.999781+00:00
Plataforma B,SensorBox 2,pressao,98.68,Pa,2025-03-22T16:35:01.999781+00:00
Plataforma C,SensorBox 3,temperatura,60.26,C,2025-03-22T16:35:01.999788+00:00
Plataforma C,SensorBox 3,umidade,49.55,%,2025-03-22T16:35:01.999788+00:00
Plataforma C,SensorBox 3,pressao,99.87,Pa,2025-03-22T16:35:01.999788+00:00
Plataforma B,SensorBox 2,temperatura,44.03,C,2025-03-22T16:35:01.999795+00:00
Plataforma B,SensorBox 2,umidade,99.81,%,2025-03-22T16:35:01.999795+00:00
Plataforma B,SensorBox 2,pressao,80.36,Pa,2025-03-22T16:35:01.999795+00:00
Plataforma B,SensorBox 2,temperatura,81.99,C,2025-03-22T16:35:01.999801+00:00
Plataforma B,SensorBox 2,umidade,19.66,%,2025-03-22T16:35:01.999801+00:00
Plataforma B,SensorBox 2,pressao,66.32,Pa,2025-03-22T16:35:01.999801+00:00
Plataforma A,SensorBox 2,temperatura,79.27,C,2025-03-22T16:35:01.999808+00:00
Plataforma A,SensorBox 2,umidade,65.43,%,2025-03-22T16:35:01.999808+00:00
Plataforma A,SensorBox 2,pressao,89.6,Pa,2025-03-22T16:35:01.999808+00:00
Plataforma C,SensorBox 1,temperatura,68.73,C,2025-03-22T16:35:01.999814+00:00
Plataforma C,SensorBox 1,umidade,34.94,%,2025-03-22T16:35:01.999814+00:00
Plataforma C,SensorBox 1,pressao,56.88,Pa,2025-03-22T16:35:01.999814+00:00
Plataforma B,SensorBox 2,temperatura,60.51,C,2025-03-22T16:35:01.999820+00:00
Plataforma B,SensorBox 2,umidade,38.2,%,2025-03-22T16:35:01.999820+00:00
Plataforma B,SensorBox 2,pressao,99.86,Pa,2025-03-22T16:35:01.999820+00:00
Plataforma A,SensorBox 1,temperatura,40.91,C,2025-03-22T16:35:01.999828+00:00
Plataforma A,SensorBox 1,umidade,68.13,%,2025-03-22T16:35:01.999828+00:00
Plataforma A,SensorBox 1,pressao,84.07,Pa,2025-03-22T16:35:01.999828+00:00
Plataforma B,SensorBox 1,temperatura,55.35,C,2025-03-22T16:35:01.999837+00:00
Plataforma B,SensorBox 1,umidade,24.73,%,2025-03-22T16:35:01.999837+00:00
Plataforma B,SensorBox 1,pressao,87.06,Pa,2025-03-22T16:35:01.999837+00:00
Plataforma A,SensorBox 2,temperatura,35.39,C,2025-03-22T16:35:01.999844+00:00
Plataforma A,SensorBox 2,umidade,32.94,%,2025-03-22T16:35:01.999844+00:00
Plataforma A,SensorBox 2,pressao,65.0,Pa,2025-03-22T16:35:01.999844+00:00
Plataforma B,SensorBox 2,temperatura,98.79,C,2025-03-22T16:35:01.999850+00:00
Plataforma B,SensorBox 2,umidade,12.76,%,2025-03-22T16:35:01.999850+00:00
Plataforma B,SensorBox 2,pressao,54.71,Pa,2025-03-22T16:35:01.999850+00:00
Plataforma C,SensorBox 2,temperatura,62.84,C,2025-03-22T16:35:01.999856+00:00
Plataforma C,SensorBox 2,umidade,80.18,%,2025-03-22T16:35:01.999856+00:00
Plataforma C,SensorBox 2,pressao,86.34,Pa,2025-03-22T16:35:01.999856+00:00
Plataforma C,SensorBox 3,temperatura,38.95,C,2025-03-22T16:35:01.999863+00:00
Plataforma C,SensorBox 3,umidade,20.13,%,2025-03-22T16:35:01.999863+00:00
Plataforma C,SensorBox 3,pressao,24.59,Pa,2025-03-22T16:35:01.999863+00:00
Plataforma A,SensorBox 1,temperatura,32.78,C,2025-03-22T16:35:01.999869+00:00
Plataforma A,SensorBox 1,umidade,24.09,%,2025-03-22T16:35:01.999869+00:00
Plataforma A,SensorBox 1,pressao,85.82,Pa,2025-03-22T16:35:01.999869+00:00
Plataforma B,SensorBox 3,temperatura,41.17,C,2025-03-22T16:35:01.999876+00:00
Plataforma B,SensorBox 3,umidade,66.14,%,2025-03-22T16:35:01.999876+00:00
Plataforma B,SensorBox 3,pressao,14.05,Pa,2025-03-22T16:35:01.999876+00:00
Plataforma A,SensorBox 2,temperatura,59.85,C,2025-03-22T16:35:01.999882+00:00
Plataforma A,SensorBox 2,umidade,58.4,%,2025-03-22T16:35:01.999882+00:00
Plataforma A,SensorBox 2,pressao,23.26,Pa,2025-03-22T16:35:01.999882+00:00
Plataforma A,SensorBox 3,temperatura,35.25,C,2025-03-22T16:35:01.999890+00:00
Plataforma A,SensorBox 3,umidade,23.7,%,2025-03-22T16:35:01.999890+00:00
Plataforma A,SensorBox 3,pressao,79.99,Pa,2025-03-22T16:35:01.999890+00:00
Plataforma A,SensorBox 2,temperatura,41.16,C,2025-03-22T16:35:01.999897+00:00
Plataforma A,SensorBox 2,umidade,57.88,%,2025-03-22T16:35:01.999897+00:00
Plataforma A,SensorBox 2,pressao,70.15,Pa,2025-03-22T16:35:01.999897+00:00
Plataforma A,SensorBox 2,temperatura,27.83,C,2025-03-22T16:35:01.999903+00:00
Plataforma A,SensorBox 2,umidade,89.29,%,2025-03-22T16:35:01.999903+00:00
Plataforma A,SensorBox 2,pressao,88.21,Pa,2025-03-22T16:35:01.999903+00:00
Plataforma A,SensorBox 3,temperatura,35.28,C,2025-03-22T16:35:01.999909+00:00
Plataforma A,SensorBox 3,umidade,15.69,%,2025-03-22T16:35:01.999909+00:00
Plataforma A,SensorBox 3,pressao,21.41,Pa,2025-03-22T16:35:01.999909+00:00
Plataforma B,SensorBox 3,temperatura,53.96,C,2025-03-22T16:35:01.999952+00:00
Plataforma B,SensorBox 3,umidade,53.05,%,2025-03-22T16:35:01.999952+00:00
Plataforma B,SensorBox 3,pressao,60.37,Pa,2025-03-22T16:35:01.999952+00:00
Plataforma B,SensorBox 1,temperatura,59.02,C,2025-03-22T16:35:01.999971+00:00
Plataforma B,SensorBox 1,umidade,83.15,%,2025-03-22T16:35:01.999971+00:00
Plataforma B,SensorBox 1,pressao,12.62,Pa,2025-03-22T16:35:01.999971+00:00
Plataforma B,SensorBox 3,temperatura,71.31,C,2025-03-22T16:35:02.000003+00:00
Plataforma B,SensorBox 3,umidade,76.33,%,2025-03-22T16:35:02.000003+00:00
Plataforma B,SensorBox 3,pressao,20.33,Pa,2025-03-22T16:35:02.000003+00:00
Plataforma A,SensorBox 3,temperatura,10.12,C,2025-03-22T16:35:02.000015+00:00
Plataforma A,SensorBox 3,umidade,42.9,%,2025-03-22T16:35:02.000015+00:00
Plataforma A,SensorBox 3,pressao,21.24,Pa,2025-03-22T16:35:02.000015+00:00
Plataforma A,SensorBox 2,temperatura,86.4,C,2025-03-22T16:35:02.000027+00:00
Plataforma A,SensorBox 2,umidade,88.19,%,2025-03-22T16:35:02.000027+00:00
Plataforma A,SensorBox 2,pressao,12.98,Pa,2025-03-22T16:35:02.000027+00:00
Plataforma C,SensorBox 1,temperatura,92.09,C,2025-03-22T16:35:02.000037+00:00
Plataforma C,SensorBox 1,umidade,43.73,%,2025-03-22T16:35:02.000037+00:00
Plataforma C,SensorBox 1,pressao,80.97,Pa,2025-03-22T16:35:02.000037+00:00
Plataforma B,SensorBox 1,temperatura,73.44,C,2025-03-22T16:35:02.000047+00:00
Plataforma B,SensorBox 1,umidade,30.51,%,2025-03-22T16:35:02.000047+00:00
Plataforma B,SensorBox 1,pressao,97.6,Pa,2025-03-22T16:35:02.000047+00:00
Plataforma C,SensorBox 3,temperatura,91.51,C,2025-03-22T16:35:02.000056+00:00
Plataforma C,SensorBox 3,umidade,38.46,%,2025-03-22T16:35:02.000056+00:00
Plataforma C,SensorBox 3,pressao,96.89,Pa,2025-03-22T16:35:02.000056+00:00
Plataforma A,SensorBox 1,temperatura,22.95,C,2025-03-22T16:35:02.000063+00:00
Plataforma A,SensorBox 1,umidade,37.84,%,2025-03-22T16:35:02.000063+00:00
Plataforma A,SensorBox 1,pressao,92.66,Pa,2025-03-22T16:35:02.000063+00:00
Plataforma A,SensorBox 1,temperatura,59.92,C,2025-03-22T16:35:02.000070+00:00
Plataforma A,SensorBox 1,umidade,13.02,%,2025-03-22T16:35:02.000070+00:00
Plataforma A,SensorBox 1,pressao,99.72,Pa,2025-03-22T16:35:02.000070+00:00
Plataforma B,SensorBox 1,temperatura,95.65,C,2025-03-22T16:35:02.000076+00:00
Plataforma B,SensorBox 1,umidade,91.21,%,2025-03-22T16:35:02.000076+00:00
Plataforma B,SensorBox 1,pressao,14.1,Pa,2025-03-22T16:35:02.000076+00:00
Plataforma C,SensorBox 1,temperatura,93.91,C,2025-03-22T16:35:02.000083+00:00
Plataforma C,SensorBox 1,umidade,40.9,%,2025-03-22T16:35:02.000083+00:00
Plataforma C,SensorBox 1,pressao,43.43,Pa,2025-03-22T16:35:02.000083+00:00
Plataforma B,SensorBox 3,temperatura,44.62,C,2025-03-22T16:35:02.000091+00:00
Plataforma B,SensorBox 3,umidade,41.79,%,2025-03-22T16:35:02.000091+00:00
Plataforma B,SensorBox 3,pressao,16.07,Pa,2025-03-22T16:35:02.000091+00:00
Plataforma B,SensorBox 2,temperatura,63.77,C,2025-03-22T16:35:02.000099+00:00
Plataforma B,SensorBox 2,umidade,79.31,%,2025-03-22T16:35:02.000099+00:00
Plataforma B,SensorBox 2,pressao,89.78,Pa,2025-03-22T16:35:02.000099+00:00
Plataforma B,SensorBox 2,temperatura,87.05,C,2025-03-22T16:35:02.000105+00:00
Plataforma B,SensorBox 2,umidade,91.06,%,2025-03-22T16:35:02.000105+00:00
Plataforma B,SensorBox 2,pressao,88.97,Pa,2025-03-22T16:35:02.000105+00:00
Plataforma A,SensorBox 1,temperatura,77.96,C,2025-03-22T16:35:02.000112+00:00
Plataforma A,SensorBox 1,umidade,35.01,%,2025-03-22T16:35:02.000112+00:00
Plataforma A,SensorBox 1,pressao,35.48,Pa,2025-03-22T16:35:02.000112+00:00
Plataforma B,SensorBox 3,temperatura,74.42,C,2025-03-22T16:35:02.000118+00:00
Plataforma B,SensorBox 3,umidade,75.49,%,2025-03-22T16:35:02.000118+00:00
Plataforma B,SensorBox 3,pressao,67.16,Pa,2025-03-22T16:35:02.000118+00:00
Plataforma C,SensorBox 1,temperatura,87.14,C,2025-03-22T16:35:02.000125+00:00
Plataforma C,SensorBox 1,umidade,89.83,%,2025-03-22T16:35:02.000125+00:00
Plataforma C,SensorBox 1,pressao,90.95,Pa,2025-03-22T16:35:02.000125+00:00
Plataforma A,SensorBox 3,temperatura,22.55,C,2025-03-22T16:35:02.000131+00:00
Plataforma A,SensorBox 3,umidade,39.9,%,2025-03-22T16:35:02.000131+00:00
Plataforma A,SensorBox 3,pressao,83.68,Pa,2025-03-22T16:35:02.000131+00:00
Plataforma C,SensorBox 3,temperatura,10.63,C,2025-03-22T16:35:02.000137+00:00
Plataforma C,SensorBox 3,umidade,66.94,%,2025-03-22T16:35:02.000137+00:00
Plataforma C,SensorBox 3,pressao,91.12,Pa,2025-03-22T16:35:02.000137+00:00
Plataforma C,SensorBox 3,temperatura,79.33,C,2025-03-22T16:35:02.000145+00:00
Plataforma C,SensorBox 3,umidade,95.82,%,2025-03-22T16:35:02.000145+00:00
Plataforma C,SensorBox 3,pressao,52.98,Pa,2025-03-22T16:35:02.000145+00:00
Plataforma B,SensorBox 1,temperatura,73.37,C,2025-03-22T16:35:02.000152+00:00
Plataforma B,SensorBox 1,umidade,37.78,%,2025-03-22T16:35:02.000152+00:00
Plataforma B,SensorBox 1,pressao,49.72,Pa,2025-03-22T16:35:02.000152+00:00
Plataforma C,SensorBox 2,temperatura,78.85,C,2025-03-22T16:35:02.000158+00:00
Plataforma C,SensorBox 2,umidade,66.5,%,2025-03-22T16:35:02.000158+00:00
Plataforma C,SensorBox 2,pressao,17.3,Pa,2025-03-22T16:35:02.000158+00:00
Plataforma B,SensorBox 1,temperatura,35.63,C,2025-03-22T16:35:02.000165+00:00
Plataforma B,SensorBox 1,umidade,27.58,%,2025-03-22T16:35:02.000165+00:00
Plataforma B,SensorBox 1,pressao,30.0,Pa,2025-03-22T16:35:02.000165+00:00
Plataforma A,SensorBox 1,temperatura,26.89,C,2025-03-22T16:35:02.000171+00:00
Plataforma A,SensorBox 1,umidade,67.4,%,2025-03-22T16:35:02.000171+00:00
Plataforma A,SensorBox 1,pressao,32.47,Pa,2025-03-22T16:35:02.000171+00:00
Plataforma B,SensorBox 1,temperatura,64.58,C,2025-03-22T16:35:02.000179+00:00
Plataforma B,SensorBox 1,umidade,53.97,%,2025-03-22T16:35:02.000179+00:00
Plataforma B,SensorBox 1,pressao,96.86,Pa,2025-03-22T16:35:02.000179+00:00
Plataforma A,SensorBox 3,temperatura,40.24,C,2025-03-22T16:35:02.000188+00:00
Plataforma A,SensorBox 3,umidade,76.15,%,2025-03-22T16:35:02.000188+00:00
Plataforma A,SensorBox 3,pressao,40.98,Pa,2025-03-22T16:35:02.000188+00:00
Plataforma C,SensorBox 2,temperatura,28.93,C,2025-03-22T16:35:02.000195+00:00
Plataforma C,SensorBox 2,umidade,23.85,%,2025-03-22T16:35:02.000195+00:00
Plataforma C,SensorBox 2,pressao,77.74,Pa,2025-03-22T16:35:02.000195+00:00
Plataforma B,SensorBox 1,temperatura,29.16,C,2025-03-22T16:35:02.000202+00:00
Plataforma B,SensorBox 1,umidade,81.69,%,2025-03-22T16:35:02.000202+00:00
Plataforma B,SensorBox 1,pressao,10.33,Pa,2025-03-22T16:35:02.000202+00:00
Plataforma A,SensorBox 1,temperatura,23.54,C,2025-03-22T16:35:02.000209+00:00
Plataforma A,SensorBox 1,umidade,86.61,%,2025-03-22T16:35:02.000209+00:00
Plataforma A,SensorBox 1,pressao,81.49,Pa,2025-03-22T16:35:02.000209+00:00
Plataforma B,SensorBox 3,temperatura,31.38,C,2025-03-22T16:35:02.000215+00:00
Plataforma B,SensorBox 3,umidade,77.32,%,2025-03-22T16:35:02.000215+00:00
Plataforma B,SensorBox 3,pressao,49.63,Pa,2025-03-22T16:35:02.000215+00:00
Plataforma A,SensorBox 2,temperatura,85.55,C,2025-03-22T16:35:02.000221+00:00
Plataforma A,SensorBox 2,umidade,82.56,%,2025-03-22T16:35:02.000221+00:00
Plataforma A,SensorBox 2,pressao,90.39,Pa,2025-03-22T16:35:02.000221+00:00
Plataforma C,SensorBox 2,temperatura,72.05,C,2025-03-22T16:35:02.000228+00:00
Plataforma C,SensorBox 2,umidade,99.63,%,2025-03-22T16:35:02.000228+00:00
Plataforma C,SensorBox 2,pressao,42.9,Pa,2025-03-22T16:35:02.000228+00:00
Plataforma A,SensorBox 1,temperatura,99.78,C,2025-03-22T16:35:02.000234+00:00
Plataforma A,SensorBox 1,umidade,48.96,%,2025-03-22T16:35:02.000234+00:00
Plataforma A,SensorBox 1,pressao,34.51,Pa,2025-03-22T16:35:02.000234+00:00
Plataforma B,SensorBox 2,temperatura,89.25,C,2025-03-22T16:35:02.000242+00:00
Plataforma B,SensorBox 2,umidade,48.91,%,2025-03-22T16:35:02.000242+00:00
Plataforma B,SensorBox 2,pressao,40.04,Pa,2025-03-22T16:35:02.000242+00:00
Plataforma A,SensorBox 3,temperatura,95.73,C,2025-03-22T16:35:02.000249+00:00
Plataforma A,SensorBox 3,umidade,50.22,%,2025-03-22T16:35:02.000249+00:00
Plataforma A,SensorBox 3,pressao,18.78,Pa,2025-03-22T16:35:02.000249+00:00
Plataforma A,SensorBox 1,temperatura,25.25,C,2025-03-22T16:35:02.000256+00:00
Plataforma A,SensorBox 1,umidade,70.46,%,2025-03-22T16:35:02.000256+00:00
Plataforma A,SensorBox 1,pressao,73.46,Pa,2025-03-22T16:35:02.000256+00:00
Plataforma B,SensorBox 2,temperatura,87.5,C,2025-03-22T16:35:02.000263+00:00
Plataforma B,SensorBox 2,umidade,80.1,%,2025-03-22T16:35:02.000263+00:00
Plataforma B,SensorBox 2,pressao,64.35,Pa,2025-03-22T16:35:02.000263+00:00
Plataforma B,SensorBox 1,temperatura,64.18,C,2025-03-22T16:35:02.000274+00:00
Plataforma B,SensorBox 1,umidade,62.82,%,2025-03-22T16:35:02.000274+00:00
Plataforma B,SensorBox 1,pressao,70.75,Pa,2025-03-22T16:35:02.000274+00:00
Plataforma C,SensorBox 3,temperatura,99.25,C,2025-03-22T16:35:02.000281+00:00
Plataforma C,SensorBox 3,umidade,82.72,%,2025-03-22T16:35:02.000281+00:00
Plataforma C,SensorBox 3,pressao,51.31,Pa,2025-03-22T16:35:02.000281+00:00
Plataforma B,SensorBox 3,temperatura,71.97,C,2025-03-22T16:35:02.000288+00:00
Plataforma B,SensorBox 3,umidade,60.61,%,2025-03-22T16:35:02.000288+00:00
Plataforma B,SensorBox 3,pressao,36.75,Pa,2025-03-22T16:35:02.000288+00:00
Plataforma A,SensorBox 1,temperatura,48.39,C,2025-03-22T16:35:02.000294+00:00
Plataforma A,SensorBox 1,umidade,25.62,%,2025-03-22T16:35:02.000294+00:00
Plataforma A,SensorBox 1,pressao,13.79,Pa,2025-03-22T16:35:02.000294+00:00
Plataforma A,SensorBox 1,temperatura,73.66,C,2025-03-22T16:35:02.000301+00:00
Plataforma A,SensorBox 1,umidade,92.89,%,2025-03-22T16:35:02.000301+00:00
Plataforma A,SensorBox 1,pressao,61.62,Pa,2025-03-22T16:35:02.000301+00:00
Plataforma B,SensorBox 2,temperatura,15.53,C,2025-03-22T16:35:02.000307+00:00
Plataforma B,SensorBox 2,umidade,82.93,%,2025-03-22T16:35:02.000307+00:00
Plataforma B,SensorBox 2,pressao,61.09,Pa,2025-03-22T16:35:02.000307+00:00
Plataforma A,SensorBox 3,temperatura,36.98,C,2025-03-22T16:35:02.000315+00:00
Plataforma A,SensorBox 3,umidade,14.36,%,2025-03-22T16:35:02.000315+00:00
Plataforma A,SensorBox 3,pressao,26.41,Pa,2025-03-22T16:35:02.000315+00:00
Plataforma A,SensorBox 1,temperatura,45.44,C,2025-03-22T16:35:02.000322+00:00
Plataforma A,SensorBox 1,umidade,64.39,%,2025-03-22T16:35:02.000322+00:00
Plataforma A,SensorBox 1,pressao,84.57,Pa,2025-03-22T16:35:02.000322+00:00
Plataforma A,SensorBox 3,temperatura,78.81,C,2025-03-22T16:35:02.000328+00:00
Plataforma A,SensorBox 3,umidade,15.98,%,2025-03-22T16:35:02.000328+00:00
Plataforma A,SensorBox 3,pressao,66.6,Pa,2025-03-22T16:35:02.000328+00:00
Plataforma B,SensorBox 3,temperatura,65.26,C,2025-03-22T16:35:02.000334+00:00
Plataforma B,SensorBox 3,umidade,23.45,%,2025-03-22T16:35:02.000334+00:00
Plataforma B,SensorBox 3,pressao,38.44,Pa,2025-03-22T16:35:02.000334+00:00
Plataforma C,SensorBox 1,temperatura,37.8,C,2025-03-22T16:35:02.000341+00:00
Plataforma C,SensorBox 1,umidade,95.77,%,2025-03-22T16:35:02.000341+00:00
Plataforma C,SensorBox 1,pressao,41.13,Pa,2025-03-22T16:35:02.000341+00:00
Plataforma A,SensorBox 2,temperatura,18.41,C,2025-03-22T16:35:02.000347+00:00
Plataforma A,SensorBox 2,umidade,32.68,%,2025-03-22T16:35:02.000347+00:00
Plataforma A,SensorBox 2,pressao,13.15,Pa,2025-03-22T16:35:02.000347+00:00
Plataforma A,SensorBox 3,temperatura,23.33,C,2025-03-22T16:35:02.000354+00:00
Plataforma A,SensorBox 3,umidade,76.93,%,2025-03-22T16:35:02.000354+00:00
Plataforma A,SensorBox 3,pressao,18.03,Pa,2025-03-22T16:35:02.000354+00:00
Plataforma C,SensorBox 1,temperatura,35.85,C,2025-03-22T16:35:02.000363+00:00
Plataforma C,SensorBox 1,umidade,74.67,%,2025-03-22T16:35:02.000363+00:00
Plataforma C,SensorBox 1,pressao,38.18,Pa,2025-03-22T16:35:02.000363+00:00
Plataforma B,SensorBox 1,temperatura,37.83,C,2025-03-22T16:35:02.000371+00:00
Plataforma B,SensorBox 1,umidade,65.58,%,2025-03-22T16:35:02.000371+00:00
Plataforma B,SensorBox 1,pressao,94.95,Pa,2025-03-22T16:35:02.000371+00:00
Plataforma C,SensorBox 1,temperatura,12.72,C,2025-03-22T16:35:02.000377+00:00
Plataforma C,SensorBox 1,umidade,15.58,%,2025-03-22T16:35:02.000377+00:00
Plataforma C,SensorBox 1,pressao,22.63,Pa,2025-03-22T16:35:02.000377+00:00
Plataforma C,SensorBox 3,temperatura,79.76,C,2025-03-22T16:35:02.000384+00:00
Plataforma C,SensorBox 3,umidade,57.34,%,2025-03-22T16:35:02.000384+00:00
Plataforma C,SensorBox 3,pressao,90.5,Pa,2025-03-22T16:35:02.000384+00:00
Plataforma C,SensorBox 1,temperatura,99.61,C,2025-03-22T16:35:02.000390+00:00
Plataforma C,SensorBox 1,umidade,87.26,%,2025-03-22T16:35:02.000390+00:00
Plataforma C,SensorBox 1,pressao,10.87,Pa,2025-03-22T16:35:02.000390+00:00
Plataforma A,SensorBox 2,temperatura,15.87,C,2025-03-22T16:35:02.000396+00:00
Plataforma A,SensorBox 2,umidade,99.75,%,2025-03-22T16:35:02.000396+00:00
Plataforma A,SensorBox 2,pressao,85.69,Pa,2025-03-22T16:35:02.000396+00:00
Plataforma C,SensorBox 3,temperatura,60.7,C,2025-03-22T16:35:02.000403+00:00
Plataforma C,SensorBox 3,umidade,42.67,%,2025-03-22T16:35:02.000403+00:00
Plataforma C,SensorBox 3,pressao,78.04,Pa,2025-03-22T16:35:02.000403+00:00
Plataforma A,SensorBox 1,temperatura,70.45,C,2025-03-22T16:35:02.000410+00:00
Plataforma A,SensorBox 1,umidade,43.73,%,2025-03-22T16:35:02.000410+00:00
Plataforma A,SensorBox 1,pressao,64.71,Pa,2025-03-22T16:35:02.000410+00:00
Plataforma A,SensorBox 1,temperatura,58.9,C,2025-03-22T16:35:02.000416+00:00
Plataforma A,SensorBox 1,umidade,19.68,%,2025-03-22T16:35:02.000416+00:00
Plataforma A,SensorBox 1,pressao,25.94,Pa,2025-03-22T16:35:02.000416+00:00
Plataforma C,SensorBox 1,temperatura,80.56,C,2025-03-22T16:35:02.000424+00:00
Plataforma C,SensorBox 1,umidade,75.26,%,2025-03-22T16:35:02.000424+00:00
Plataforma C,SensorBox 1,pressao,94.68,Pa,2025-03-22T16:35:02.000424+00:00
Plataforma A,SensorBox 3,temperatura,45.81,C,2025-03-22T16:35:02.000430+00:00
Plataforma A,SensorBox 3,umidade,66.61,%,2025-03-22T16:35:02.000430+00:00
Plataforma A,SensorBox 3,pressao,82.72,Pa,2025-03-22T16:35:02.000430+00:00
Plataforma A,SensorBox 2,temperatura,91.49,C,2025-03-22T16:35:02.000437+00:00
Plataforma A,SensorBox 2,umidade,72.97,%,2025-03-22T16:35:02.000437+00:00
Plataforma A,SensorBox 2,pressao,89.18,Pa,2025-03-22T16:35:02.000437+00:00
Plataforma C,SensorBox 3,temperatura,89.85,C,2025-03-22T16:35:02.000444+00:00
Plataforma C,SensorBox 3,umidade,44.85,%,2025-03-22T16:35:02.000444+00:00
Plataforma C,SensorBox 3,pressao,20.28,Pa,2025-03-22T16:35:02.000444+00:00
Plataforma B,SensorBox 1,temperatura,65.08,C,2025-03-22T16:35:02.000493+00:00
Plataforma B,SensorBox 1,umidade,52.83,%,2025-03-22T16:35:02.000493+00:00
Plataforma B,SensorBox 1,pressao,92.35,Pa,2025-03-22T16:35:02.000493+00:00
Plataforma B,SensorBox 2,temperatura,18.72,C,2025-03-22T16:35:02.000503+00:00
Plataforma B,SensorBox 2,umidade,64.52,%,2025-03-22T16:35:02.000503+00:00
Plataforma B,SensorBox 2,pressao,83.71,Pa,2025-03-22T16:35:02.000503+00:00
Plataforma B,SensorBox 3,temperatura,11.26,C,2025-03-22T16:35:02.000512+00:00
Plataforma B,SensorBox 3,umidade,39.62,%,2025-03-22T16:35:02.000512+00:00
Plataforma B,SensorBox 3,pressao,20.64,Pa,2025-03-22T16:35:02.000512+00:00
Plataforma B,SensorBox 2,temperatura,78.93,C,2025-03-22T16:35:02.000519+00:00
Plataforma B,SensorBox 2,umidade,67.58,%,2025-03-22T16:35:02.000519+00:00
Plataforma B,SensorBox 2,pressao,55.18,Pa,2025-03-22T16:35:02.000519+00:00
Plataforma C,SensorBox 2,temperatura,70.68,C,2025-03-22T16:35:02.000527+00:00
Plataforma C,SensorBox 2,umidade,64.28,%,2025-03-22T16:35:02.000527+00:00
Plataforma C,SensorBox 2,pressao,95.09,Pa,2025-03-22T16:35:02.000527+00:00
Plataforma B,SensorBox 2,temperatura,72.24,C,2025-03-22T16:35:02.000533+00:00
Plataforma B,SensorBox 2,umidade,19.17,%,2025-03-22T16:35:02.000533+00:00
Plataforma B,SensorBox 2,pressao,76.54,Pa,2025-03-22T16:35:02.000533+00:00
Plataforma C,SensorBox 3,temperatura,99.84,C,2025-03-22T16:35:02.000540+00:00
Plataforma C,SensorBox 3,umidade,33.66,%,2025-03-22T16:35:02.000540+00:00
Plataforma C,SensorBox 3,pressao,77.1,Pa,2025-03-22T16:35:02.000540+00:00
Plataforma B,SensorBox 1,temperatura,86.28,C,2025-03-22T16:35:02.000546+00:00
Plataforma B,SensorBox 1,umidade,46.66,%,2025-03-22T16:35:02.000546+00:00
Plataforma B,SensorBox 1,pressao,60.56,Pa,2025-03-22T16:35:02.000546+00:00
Plataforma C,SensorBox 2,temperatura,19.4,C,2025-03-22T16:35:02.000553+00:00
Plataforma C,SensorBox 2,umidade,55.44,%,2025-03-22T16:35:02.000553+00:00
Plataforma C,SensorBox 2,pressao,95.61,Pa,2025-03-22T16:35:02.000553+00:00
Plataforma B,SensorBox 3,temperatura,83.59,C,2025-03-22T16:35:02.000559+00:00
Plataforma B,SensorBox 3,umidade,73.51,%,2025-03-22T16:35:02.000559+00:00
Plataforma B,SensorBox 3,pressao,83.45,Pa,2025-03-22T16:35:02.000559+00:00
Plataforma A,SensorBox 1,temperatura,96.93,C,2025-03-22T16:35:02.000566+00:00
Plataforma A,SensorBox 1,umidade,17.81,%,2025-03-22T16:35:02.000566+00:00
Plataforma A,SensorBox 1,pressao,73.06,Pa,2025-03-22T16:35:02.000566+00:00
Plataforma A,SensorBox 2,temperatura,94.02,C,2025-03-22T16:35:02.000572+00:00
Plataforma A,SensorBox 2,umidade,65.43,%,2025-03-22T16:35:02.000572+00:00
Plataforma A,SensorBox 2,pressao,74.45,Pa,2025-03-22T16:35:02.000572+00:00
Plataforma C,SensorBox 3,temperatura,48.25,C,2025-03-22T16:35:02.000582+00:00
Plataforma C,SensorBox 3,umidade,68.5,%,2025-03-22T16:35:02.000582+00:00
Plataforma C,SensorBox 3,pressao,20.97,Pa,2025-03-22T16:35:02.000582+00:00
Plataforma B,SensorBox 2,temperatura,73.15,C,2025-03-22T16:35:02.000589+00:00
Plataforma B,SensorBox 2,umidade,95.04,%,2025-03-22T16:35:02.000589+00:00
Plataforma B,SensorBox 2,pressao,95.2,Pa,2025-03-22T16:35:02.000589+00:00
